Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
61,Spicy chicken to Moroccan,Chicken white (s) (4) - Ras el -Hanout () - Tomato concentrate () - Oil () - Salt (),"On a kitchen board, cut the chicken breasts into strips.
- In a saucepan in the heat, heat a little oil.
- Fry your chicken straps.
- As soon as the meat begins to brown, add 2 tsp.RAS El Hanout, 1 glass of water and 2 tsp.teaspoon of tomatoes.
- Mix well and cook for 15 min covered.
- Monitor this cooking closely by adding water if necessary, then salt your preparation.
- Serve.",15,25,40,https://img.cuisineaz.com/660x660/2023/05/31/i194171-poulet-epice-a-marocaine.jpg,https://www.cuisineaz.com/
62,Moroccan Harira,"Lentil (s) (0.5 bowl (s)) - Chickpea (1 bowl (s)) - Beef meat (1 bowl (s)) - onion (s) (1) - Tomato (s) (3)- Hired celery leaf (1 branch (s)) - Ginger (1 tsp) - Safran () - Tomato concentrate (1 pot (s)) - hair (x) (s) (0, 0,5 bowl (s)) - chopped parsley (1 tsp) - flour (100 g) - water (2 l) - salt () - pepper (0.5 c. Coffee)","Brown the pieces of meat, onion, chickpeas, lenses, tomatoes, celery, ginger, coloring in a casserole dish.Salt, pepper and add 2 l of water.Cook for 35 min.
- Meanwhile, prepare your binder: dilute the flour with a small amount of water, whisking vigorously to avoid the formation of lumps.
- When the meat is cooked, add the binder to the preparation and stir constantly for 10 min.
- Add angel hair, tomato, parsley, and coriander to the soup.Stir everything well and simmer one last time for 10 min.",20,30,50,https://img.cuisineaz.com/660x660/2018/03/19/i137858-harira-marocaine.jpeg,https://www.cuisineaz.com/
63,Moroccan chicken tagine at Mister Cuisine®,Chicken thigh (s) (4) - Onion (s) (2) - Ail (1 pod) - Raisins (30 g) - candied lemon (s) (0.5) - Ginger (1 tsp.Coffee) - Turmeric (1 tbsp) - Cinnamon (0.5 tbsp) - Safran (1 pinch (s)) - Olive oil (1 tsp) - Coriander (a few strands (s)) - Parsley (a few strands) - Salt () - Pepper (),"Peel the onion and garlic and chop them with coriander, parsley and confit half-citron in your kitchen for 15 sec / live.7/0 ° C.
- Add the olive oil and the chicken thighs to the tank, then brown for 5 min / live.1/120 ° C / Walk to the left.
- Add the spices and pour water to cover the thighs.Launch cooking for 40 min / live.1/105 ° C / Walk to the left.
- Add the raisins and regain cooking for 10 min / live.1/105 ° C / Walk to the left.
- Serve with bread to taste the sauce, and fries to accompany if you wish.",25,35,60,https://img.cuisineaz.com/660x660/2022/02/19/i182984-tajine-de-poulet-marocain-au-monsieur-cuisine.jpeg,https://www.cuisineaz.com/
64,Msemen stuffed in the oven,White flour (250 g) - fine semolina (250 g) - oil (1 glass (s)) - baking yeast (2 tbsp) - salt (1 tbsp) - warm water (1 glass (s)) - Zucchini (s) (4) - Aubergine (s) (1) - Pepper (1) - Tomato (s) (4) - Oignon (s) (1) - Garlic (1 Pod) - Concentrate of concentrateTomato (1 tbsp) - chopped flat parsley (2 tbsp) - fresh coriander (2 tsp) - Ras el -Hanout (1 tsp) - olive oil (2 tsp.) - Salt () - Pepper (),"For the dough, mix in a bowl the flour, the semolina, the salt and the baker's yeast slightly diluted with water.Knead vigorously by adding water as you go, in order to obtain a flexible, almost sticky paste.Finally, cover the bowl and let stand for 1 hour.
- For vegetable stuffing, peel the zucchini and eggplant, leaving one strip of skin in two.Detail them into small dice, just like pepper and dashed tomato, then finely chop the onion and garlic.Finally, chop the parsley and coriander leaves.
- In a frying pan, heat the olive oil and let the three vegetables brown (zucchini, eggplant, pepper), before adding the garlic, tomato, tomato puree and spices.Season with salt and pepper and then let steam first until the whole juice is evaporated.Once your stuffing is well concentrated, let it cool off the heat.
- Cut your dough with msemen into small balls the size of an egg.If the dough sticks, you can oil your hands beforehand.Then let the doughstile rest for 10 minutes before spreading them very finely on the roller.
- In the center of a sheet of dough, place a tablespoon of vegetable stuffing.Close the dough in a wallet by bringing each side of the dough to the center, to form a square.Flatten it a little then place it in the center of a second sheet of dough.Add over 1/2 tablespoon of vegetable stuffing and close according to the same method.
- Preheat the oven to 200 ° then cook your msemens on a plate for 20 minutes.",30,45,75,https://img.cuisineaz.com/660x660/2023/03/07/i191437-un-plat-de-msemens-farcis.jpg,https://www.cuisineaz.com/
65,Moroccan Pastilla with chicken,Entire chicken (1) - Brick sheet (s) (12) - Mondée almond (s) (250 g) - butter (200 g) - egg (s) (6) - icing sugar (6 tsp.Soup) - Onion (s) (4) - Molded cinnamon (3 tsp) - Moulu ginger (1 tsp) - Safran (1 pod) - Orange blossom water (1 tsp.coffee) - water (20 cl) - salt () - pepper (),"Cut the chicken into pieces.Peel and chop the onions.Wash and chop the parsley.Brown the chicken in a casserole dish with a hazelnut of butter, then add the onions, parsley, saffron, 2 tsp.cinnamon coffee, 2 tsp.icing sugar, 20 cl of water, salt and pepper.Cook for 20 min.
- Take out the chicken, darl it and effilate the flesh.Meanwhile, let the sauce on the fire to reduce it, stirring very regularly, until the water has evaporated.Add the eggs one by one, without ceasing to mix, then remove fire.
- Roaring the almonds in a pan with 1 tablespoon of olive oil, until golden.Crush them then with 1 tsp.cinnamon coffee, 2 tsp.icing sugar and orange blossom water.
- Preheat the oven to 180 ° C.Melt the butter.
- Brush the bottom of a round dish with melted butter.Place a brick sheet, brush it with melted butter.Cover it with another sheet by rotating it slightly compared to the previous one and letting the edges exceed, then brush it too.Repeat until you have stacked 6 buttered leaves, each time by rotating them.
- Divide the crumbled and cooled chicken on the brick leaves, cover it with the sauce then arrange the crushed almonds.Fold on the edges of the brick leaves that exceed inward, on the almonds.
- Brick a brick sheet with the melted butter and place it on top, letting the edges exceed.Repeat with 5 other buttered leaves, always turning them.Then fold the edges that exceed under the pastilla, inside the mold.Brush with the rest of the butter, sprinkle with the rest of the icing sugar and bake for 30 min.",15,30,45,https://img.cuisineaz.com/660x660/2024/02/29/i197527-pastilla-marocaine-au-poulet.jpg,https://www.cuisineaz.com/
66,Makrout without date,Average semolina (200 g) - Flour (200 g) - icing sugar (0.5 tbsp) - Vanilla sugar (0.5 sachet (s)) - Salt (0.5 tsp) - Margarine (100 g) - Orange blossom water (100 g) - Cinnamon (0.5 tbsp) - Frying oil () - Honey (1 pot (s)) - Orange blossom water (2 C. soup),Into,20,40,60,https://img.cuisineaz.com/660x660/2022/02/18/i182979-makrout-sans-datte.jpeg,https://www.cuisineaz.com/
67,Moroccan sauce with veal liver,"Veal liver (500 g) - Ail (4 pod) - Cumin () - Vinegar () - Tomato concentrate () - Persil () - Coriander () - Olive oil () - Salt, Pepper ())","Peel the garlic cloves and rinse them.
- On a kitchen board, chop them.Reserve the mince in a bowl.
- Wash and chop parsley and coriander.Book this mince also in another bowl.
- Put all the minces in a terrine.
- Season with salt, pepper, then add 6 tsp.to s.tomato concentrate, 2 tsp.to s.vinegar, cumin according to your tastes and a little olive oil.
- Mix everything and set aside.
- Cut the diced liver slices and add them to the marinade.
- Leave to marinate for 30 min.
- Carry on a medium heat, a pan containing a drizzle of oil and let heat.
- Cook the diced liver and adjust the seasoning.
- Serve.",10,25,35,https://img.cuisineaz.com/660x660/2018/03/19/i137646-sauce-marocaine-au-foie-de-veau.jpeg,https://www.cuisineaz.com/
68,Moroccan salad of chickpeas and tomatoes,Red onion (s) (s) (80 g) - Extra virgin olive oil (30 ml) - Lemon (s) (s) (1) - Cayenne pepper (1 g) - cumin powder (1 g) - Salt () - Pepper () - Chickpea (750 ml) - tomato (s) (280 g) - fresh mint (8 g),"Chop the onion very finely and put it in a small bowl filled with water and a few drops of vinegar.Macerate for
- About 30 min at room temperature, or overnight in the refrigerator.The purpose of this operation is to make the raw onion more crunchy and digestible.
- Pour the oil and lemon juice into a bowl.Add the spices, salt and
- Pepper.Beat everything using a fork, until the vinaigrette is
- emulsified.
- Drain and rinse the chickpeas, then put them in the bowl.Cut the diced tomatoes, seed them and place them in the bowl.
- Finely chop the mint and add it to the salad.Add the chopped onion.Mix all the ingredients and check the seasoning.
- Leave to rest for ten minutes so that the flavors reveal themselves.
-  Serve.",25,35,60,https://img.cuisineaz.com/660x660/2014/02/24/i87081-salade-marocaine-de-pois-chiches-et-tomates.jpg,https://www.cuisineaz.com/
69,Carrot salad - Moroccan potatoes,Carrot (s) (2) - Apple (s) of earth (2) - Garly clove (s) (0.5) - Coriander () - Olive oil (2 tbsp) - apple cider vinegar(1 tbsp) - Salt (0.5 tsp) - Pepper mill (5 tower (s)),"Peel the carrots, wash them and dry them.Cut them in half in the length twice and then in small squares.
-Peel the potatoes, wash them and dry them.Cut them into moderately thick slices, then in sticks (as for fries) and finally in squares.Ideally, potato squares must be of the same dimension as those of carrots.
- Boil salt water.Immerse the vegetables.On a boiling, cook for 20 minutes.Drain and let cool.
- Pour everything into a bowl.Crush the garlic over the bowl.Chop the equivalent of 2 tsp.coriander and pour it into the bowl.Add the oil, vinegar, salt and pepper.Mix everything.
- Store in the fridge and go out for 15 minutes before serving.If the salad is to eat in the hours that follow, leave at room temperature, the salad will be slightly lukewarm.",30,45,75,https://img.cuisineaz.com/660x660/2017/03/22/i122235-.jpeg,https://www.cuisineaz.com/
70,Moroccan pancakes,Fine semolina (2 glass (s)) - warm water (4 glass (s)) - flour (1 glass (s)) - baking powder (1 sachet (s)) - baker's yeast (1 tsp) - sugar sugarVanilla (1 sachet (s)) - Salt (1 pinch (s)),"These Moroccan pancakes, or Moroccan baghrir, are quite easily realized, you can even get help from your children for a fun side!Dilute the baker's yeast in a very little lukewarm water.
- Then take a bowl and mix the flour, very fine semolina, baking powder, diluted yeast and vanilla sugar.Then add the lukewarm water to your Moroccan pancake dough.Mix again until you get a smooth lump dough.
- This step can be carried out by hand or in a robot for more speed and ease.
- Cover everything and let the dough rest at room temperature for a minimum hour.If you do not rest the dough you will not have the same result!
- Heat your non-stick pan with the desired pancake size and pour an ladle of dough that you will spread over the entire surface.Cook over high heat until your spatula can pass under the edges and the thousand holes form before your eyes!The Moroccan baghrir cooked on one side only.
- You can accompany these Moroccan pancakes with sugar, honey, or other sweets.This dessert, will appeal both to the little ones and to adults during Ramadan!If you want to use them in a salty way, just put vanilla sugar in step 2!",15,20,35,https://img.cuisineaz.com/660x660/2016/06/16/i35936-crepes-marocaines.jpeg,https://www.cuisineaz.com/
71,Moroccan lamb mouse,Lamb mouse (s) (4) - Mint (1 bouquet (s)) - Liquid honey (1 tbsp) - four spices (1 pinch (s)) - Fleur de sel () - Mill pepper ()),"Heat water in a steam cooking.
- Meanwhile, prepare the individual lamb papillotes: arrange each lamb mouse on a sheet of parchment paper, salt and pepper at your convenience.Add the honey to the meat and sprinkle with a pinch of eighty.Place a little cool mint in each papillote and close hermetically.You can keep the papillotes with food string if they threaten to open during cooking.
- As soon as the water boils, place the lamb papillotes gently in the basket, cover and cook for 40 min.Check the water level during cooking and do not hesitate to add it if necessary.
- Once cooked, remove the papillotes from the steamer and place them on a plate.",25,30,55,https://img.cuisineaz.com/660x660/2015/10/12/i76575-souris-d-agneau-a-la-marocaine.jpg,https://www.cuisineaz.com/
72,Moroccan meatballs,"Beef meat (500 g) - RAS -EL -HANOUT (1 tsp) - Coriander (2 tbsp) - Olive oil (4 tbsp) - onion (s) (2) -Ail (2 clove (s)) - Tomato (s) Pelée (s) (600 g) - zucchini (s) (400 g) - Cumin (1 tsp) - Paprika (1 tsp) - Salt Salt, pepper ( )","Peel and chop the garlic.
- In a bowl, knead the meat, garlic, raz el hanout, coriander and 1 tsp.of oil.Add salt and pepper.
- Form 12 dumplings.
- Immerse the tomatoes in boiling water for a few seconds.Peel them and cut them into pieces.
- Peel the zucchini and cut them into pieces.
- Heat the rest of the oil in a casserole dish, brown the onion into pieces.
- Add the zucchini, tomatoes, dumplings.Sprinkle with cumin and paprika, salt, pepper.",20,35,55,https://img.cuisineaz.com/660x660/2015/06/03/i78064-boulettes-de-viande-a-la-marocaine.jpg,https://www.cuisineaz.com/
73,Moroccan oven dorade,Dorade pink (1.5 kg) - Fresh tomato (s) (500 g) - Carrot (s) (3) - Apple (s) (s) (3) - Green pepper (s) (1) - Persil (1 bouquet (s)) - Fresh coriander (1 bouquet (s)) - garlic (4 pod (s)) - lemon juice (1) - lemon (s) (3 rings) - olive oil(0.5 glass (s)) - Laurel (2 sheets) - Clove (2) - Cumin (1 tsp) - Paprika (1 tsp) - Harissa (1 pinch (s)) - Salt pepper ( ),"Empty and scatter the sea bream by your fish, wash it and let drain.Prepare the marinade with finely chopped parsley and coriander, crushed garlic, cumin, paprika, harissa, lemon juice, salt and pepper, as well as a few spoonfuls of water.
- Coat the dorade of this preparation and let marinate.Cut the carrots into sections, the potatoes into rings, and cook them for 10 min steam.Cut 2 tomatoes into rings and reduce the others into mash.
- Place the carrots on a baking dish, put the fish on it and reserve the marinade.Store the potatoes around the fish, then the pepper emptied and cut into large strips.Slide the bay leaves and cloves into the dish.
- Mix the tomato puree to the rest of the marinade and gently pour over the fish and the vegetables.Decorate with tomato rings and lemon slices.Sprinkle with olive oil and bake in Th.7 (200 ° C), for 30 min.The cooking finished, present the dorade on a serving dish and taste.",30,40,70,https://img.cuisineaz.com/660x660/2015/06/03/i84046-dorade-au-four-a-la-marocaine.jpg,https://www.cuisineaz.com/
