name,ingredients,instructions,preparation_time,cooking_time,,total_time,image_url,source
BROCHETTES DE SAUMON A LA MAROCAINE,4 pavés de saumon2 cuillères à soupe de  coriandre ciselée2 échalotes émincées1 cuillère à café de cumin en poudreSelPoivre,"Ôter la peau des pavés de saumon , et les couper en cubes épais  dans un saladier , mélanger la coriandre , l'échalotte , le cumin , le sel et le poivreAjouter les dés de saumon , remuer , couvrir et laisser reposer minimum 1 heure au fraisEnfiler les cubes sur des brochettes et les cuire sur un feu de charbon  attention à ne pas faire trop cuire , le saumon serait trop sec",15 min,10 min,,25 min,https://www.ptitchef.com//imgupl/recipe/brochettes-de-saumon-a-la-marocaine--md-72971p99138.jpg,https://www.ptitchef.com//recettes/aperitif/brochettes-de-saumon-a-la-marocaine-fid-19117
"Joues de boeuf en gelée, salade de carottes à la marocaine",8 joues de boeuf1 pied de veau1 bouteille de vin blanc sec1 branche de romarin1 gros oignon émincé3 gousses d'ail écrasées4 cuillères à soupe d'huile d'olive4 feuilles de gélatinedu persilselpoivre500 g de carottes1 cuillère à café de paprika1 cuillère à café de cuminde la coriandre hachée3 cuillères à soupe d'huile d'olive4 cuillères à soupe de vinaigre d'alcoolselpoivre,"Enlever les peaux des joues et réserver. Couper les joues en dés.Faire revenir l'oignon et les morceaux de joue.Couvrir avec le vin blanc, ajouter l'ail et le romarin, le pied de veau et les peaux des joues. Saler et poivrer.Faire cuire 4 heures à feu doux.Passer le tout et conserver le bouillon.  Le mettre au froid et le dégraisser.Enlever le pied de veau et le romarin.Tapisser le fond d'un moule à cake de feuilles de persil puis de la viande.Faire chauffer le bouillon, incorporer la gélatine et mélanger au fouet.Verser le bouillon dans le moule de manière à couvrir le tout. Conserver au moins une journée au frigo.Salade de carottes à la marocaine : Nettoyer et éplucher les carottes. Les détailler en rondelles ou en languettes.Les faire cuire 4 minutes dans de l'eau salée. Les égoutter et les mettre dans un plat. Faire chauffer le vinaigre.Le verser sur les carottes et ajouter les autres ingrédients. Bien mélanger. Ce plat peut se manger tiède ou froid.",15 min,240 min,,255 min,,https://www.ptitchef.com//recettes/plat/joues-de-boeuf-en-gelee-salade-de-carottes-a-la-marocaine-fid-1393881
Rillettes de sardines à la marocaine,1 boîte de sardine à l'huile4 cuillères à soupe d'huile d'olive2 cuillères à soupe de raisins secs1 cuillère à soupe de jus de citron1 branche de persil3 branches de coriandre1 cuillère à soupe de pignons de pin1/4 de citron confit au sel,"Égoutter les sardines à l'huile et éponger l’excédent avec du papier absorbant. Enlever la queue et les arêtes.Effeuiller le persil et la coriandre. Couper le citron confit en petits dés.Dans le bol d'un mixer, mettre les sardines avec l'huile, le jus de citron,le citron confit, le persil et la coriandre.Mixer jusqu'à obtenir un mélange homogène. Rectifier l'assaisonnement.Ajouter alors les raisins et les pignons et redonner un coup ou 2 de mixer.Réserver dans un bol filmé au réfrigérateur.",10 min,0 min,,10 min,https://www.ptitchef.com//imgupl/recipe/rillettes-de-sardines-a-la-marocaine--md-445122p687965.jpg,https://www.ptitchef.com//recettes/aperitif/rillettes-de-sardines-a-la-marocaine-fid-1390787
"Tagine marocaine aux poulet, haricots verts",3 cuisses de pouletsun oignondu curcumin ( une bonne pincéé)du safran (une bonne pincee)un fond d'huile d'olive400 g d'haricots verts2 pommes de terre,"Mettre dans un faitout l'huile et oignon faite un peu revenir , ensuite ajouter y le poulet.Y rajouter un peu d'eau mettre le safran, le curcumin et lincee cuire 40 minutes.Vérifier qu'il y est toujours de la sauce dans le cas contraire rajouter de l'eau.Peler et coupé les pommes de terre en gros dés et rajouter les haricots vert laisser cuire 15 minutes environ.Server et deguster.",10 min,15 min,,25 min,,https://www.ptitchef.com//recettes/plat/tagine-marocaine-aux-poulet-haricots-verts-fid-1350661
Pois chiches à la marocaine,500 g de pois chiches2 oignons hachés1 bouquet de coriandre frais1/2 citron confit au sel1/2 cuillère à café de Poivre1/2 cuillère à café de GingembreSelHuile d'olive,"Faire tremper les pois chiches 24 heures dans de l'eau froide. Égoutter et rincer les pois chiches, puis enlever la peau des pois chiches.Dans une cocotte minute; mettre les pois chiches épluchés. Hacher les 2 oignons très finement.Hacher le coriandre frais. Ciseler le citron confit en petits morceaux. Ajouter le gingembre, saler et poivrer.Battre le tout à l'aide d'une fourchette, jusqu'à ce que la vinaigrette soit émulsionnée.Verser un filet d'huile d'olive. Fermer la cocotte et laisser cuire 1/2 heure.Ouvrir la cocotte et laisser réduire le jus. Vérifier l'assaisonnement et servir chaud.",30 min,30 min,,60 min,https://www.ptitchef.com//imgupl/recipe/pois-chiches-a-la-marocaine--md-418806p653952.jpg,https://www.ptitchef.com//recettes/plat/pois-chiches-a-la-marocaine-fid-1164430
Marinade marocaine,1 échalote3 belles tomates1 cuillère à café de raz el hanout1 cuillère à café de cumin1 cuillère à café de curcumaSelpoivre1 bouillon cube1/2 verre d’eau,"Dans une poêle faire revenir l' échalote finement émincée, laisse la prendre de jolies couleurs.Laver les tomates, les couper en tout petits dès , ajouter à l'échalotte colorée.Mouiller avec un demi verre d’eau.Ajouter l’ensemble des épices, raz el hanout, cumin et curcuma, mélanger.Assaisonner, émietter le bouillon cube. Couvrir et laisser compoter.Assaisonner, émietter le bouillon cube. Couvrir et laisser compoter.Préparer la viande au fond d’un plat. Quand la préparation a bien compoté , la sortir du feu.Donner un coup de mixer plongeant . Laisser refroidir.Verser la marinade sur la viande, filmer le plat et laisser une douzaine d’heures au réfrigérateur.Le lendemain : Allumer le four à 180°.Enfourner le plat.",15 min,20 min,,35 min,,https://www.ptitchef.com//recettes/plat/marinade-marocaine-fid-1100900
Carottes à la Marocaine,500 g de carottes1 oignon2 gousses d'ail1 bouquet de coriandre1 cuillère à soupe et demi de raisins1 cuillère à café de sucre1 cuillère à café de cumin en poudre1/2 cuillère à café de coriandre en poudrele jus d'un demi citron20 g de beurrehuile d'oliveselpoivre,"Épluchez et taillez en bâtonnets les carottes.Pelez et hachez l'oignon et l'ail.Faites fondre le beurre et faites revenir les carottes avec l'oignon et l'ail.Ajoutez les raisins, le cumin, le sucre.Couvrez d'eau à hauteur.Faites cuire 15 minutes, puis, égouttez, et disposez dans un plat.Lavez et ciselez la coriandre. Ajoutez sur les carottes.Préparez la vinaigrette en mélangeant le jus de citron, de l'huile d'olive, du sel , du poivre et de la coriandre en poudre.Versez la vinaigrette sur la salade, réfrigérez et servez.",12 min,15 min,,27 min,,https://www.ptitchef.com//recettes/entree/carottes-a-la-marocaine-fid-1077452
Pizza à la marocaine,450 g de farine8 cl d'huile d'olive1 sachet de levure pour le pain20 cl d'eau tiède1/2 cuillère à café de sel3 merguez grillées2 steaks hachés2 tomates1 poivron rouge2 oignons1 gousse d'ailépices marocainesfromage feta à l'huile,"Pour la pâte, mettre les ingrédients dans la Machine à Pain.Couper le poivron, les tomates et les oignons en rondelles. Griller les légumes avec très peu d'huile dans un poêle bien chaude, griller d'abord le poivron et les oignons, laisser quelques minutes puis ajouter les tomates et la gousse d'ail hachée. Saler et poivrer.Griller les merguez, puis les couper en rondelles.Faire revenir les steaks hachés, les émietter, ajouter les épices marocaines, saler.Étaler la pâte, déposer les légumes, les morceaux de viande et la feta, laisser gonfler 30 minutes puis cuire à 220 º C.",20 min,45 min,,65 min,,https://www.ptitchef.com//recettes/plat/pizza-a-la-marocaine-fid-1073879
Poulet aux figues et graines de soja à la marocaine,4 pillons de poulet1 bol d'un mélange de graines de soja jaune + pois chiche secs1 cuillère à soupe de miel1 cuillère à café de cannelle2 figues3 gousses d'ail1 oignon1 noix de gingembre fraîche1 cube de bouillon de volailleselpoivre,"La veille, mettre à tremper les graines et les pois chiche durant toute la nuit.Le lendemain, commencer la cuisson dans de l'eau pendant environ 2 h.Faire revenir l'oignon émincé finement, puis l'ail et les épices; rajouter le soja, les pois chiche, le miel, le bouillon et 1 l d'eau.Incorporer les pillons de poulet et laisser cuire 45 minutes.15 minutes avant la fin, rajouter les figues coupées en 4 sur le dessus du plat.",12 min,45 min,,57 min,,https://www.ptitchef.com//recettes/plat/poulet-aux-figues-et-graines-de-soja-a-la-marocaine-fid-1027232
Poulet aux pois chiches façon marocaine,"2 cuillères à café Huile d'olive vierge1 morceau(x) Oignon4 filet(s) Poulet, escalope ou filet1/2 cuillère à café Coriandre1/2 g Piment, cuillère à café1/2 cuillère à café Cannelle4 feuilles(s) Menthe1 portion(s) Tomate : concassée, pelée, pulpe en dés (conserve au naturel), 1 boite500 g Pois chiches cuits, une grosse boite30 g Cora Abricots secs10 g Amande, effilée2 portion(s) Courgette1 pièce(s) Poivron","Dans la cocotte, faire revenir l'oignon émincé, le poulet coupé en dés, la menthe et les épices pendant 5 minutes.Ajouter les légumes coupés en dés, la boite de tomates.La remplir d'eau et verser cette eau dans la cocotte.Mettre les pois chiches, les abricots et les amandes.Laisser mijoter le tout 25 minutes.Servir avec de la semoule confiée dans le même volume d'eau bouillante.",10 min,25 min,,35 min,,https://www.ptitchef.com//recettes/plat/poulet-aux-pois-chiches-facon-marocaine-fid-966474
Tajine de poulet aux légumes à la marocaine,"2 tasses de bouillon de poulet, chaufféSel, poivre au goût1 cuillère à soupe de zeste de citron, râpé finement½ tasse de coriandre, finement haché2 gousses d?ail, hachées finement1 cuillère à thé de paprika½ cuillère à thé de miel½ cuillère à thé de romarin1 cuillère à soupe de cumin1 cuillère à soupe de cannelle1 cuillère à soupe d?huile d?olive1 oignon jaune moyen en dés2/3 tasse de couscous grillé2.2 livres de haut de cuisses de poulet, coupés en petits morceaux1 grande carotte, tranchée finement1 courge en cube1 poivron rouge, coupé en lanièresUne poignée de canneberge séchée sucrées","Mélanger tous les ingrédients de la marinade dans un bol, ajouter les morceaux de poulet, brasser et couvrir d?une pellicule de plastique. Réfrigérer au moins 30 minutes.Dans un poêlon, verser la cuillère à soupe d?huile et y faire revenir l'oignon à feu moyen jusqu'à ce qu'il soit légèrement doré, soit environ 5 minutes.Incorporer le couscous et faire revenir jusqu'à ce qu'il est légèrement bruni, 10 minutes environ.Disposer les carottes, la courge et les poivrons uniformément au fond des 2 tajines.Répartir également le couscous grillé et l'oignon cuit. Garnir de poulet et verser la marinade et parsemer de canneberges séchées.Couvrir les tajines et cuire au four à 300° pour environ 1 heure, ou jusqu'à ce que le poulet soit bien cuit.Vérifier après 30 minutes si le mélange n'est pas sec, sinon rajouter du bouillon.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/tajine-de-poulet-aux-legumes-a-la-marocaine-fid-896244
Harira..Notre soupe de tomates à la Marocaine..,250 g de viande de veau3 oignons moyens2 cubes de bouillon de boeuf1 kg tomates moulues6 Cuillères à soupe de concentré de tomates2 Cuillères à soupe d'huile d'olive½ Cuillères à café de safran½ Cuillères à café de curcuma1 bâtonnet de cannelle1 Cuillères à soupe de gingembre bien râpé1 Cuillères à café de poivre200 g de lentilles1 poignée de riz ou cheveux d'anges1 l et demi d'eau pour le bouillon1 poignée de poids chiches de conserves1 bouquet de persil et de coriandre hachés très fins1 bonne poignée de céleri haché3 à 4 l d'eau.1 l d'eauJus de 2 citrons200 g de farine2 blancs d’oeuf1 Cuillères à café de smenSel,"Préparation du Bouillon: - Cette étape peut être préparée bien à l'avance. - Dans une cocotte, faites revenir la viande, les os, le bâtonnet de cannelle dans l'huile d'olive.  - Ajoutez le reste des ingrédients sauf le riz et les herbes. Ajoutez un litre d'eau et fermer la cocotte. - Laissez mijoter pour une 30 aine de minutes. Vérifiez si la viande cuite et retirez du feu. - Versez le riz ou les cheveux d?ange, laissez cuire, ajouter le persil et la coriandre en dernier.Préparation de La Tedouira - 30 minute avant le moment de servir, Incorporez la fécule ou farine diluée dans l'eau froide. Ajoutez les blancs d’œufs et remuez. Laissez mijoter pour une 10 aine de minutes ou jusqu'à ébullition, tout en continuant de remuer. - Vérifiez votre assaisonnement et retirez du feu. - La Harira doit être veloutée et non épaisse quand elle est chaude. Elle va épaissir quelques heures après refroidissement, ajoutez juste de l?eau au moment de la réchauffer.",20 min,50 min,,70 min,,https://www.ptitchef.com//recettes/plat/harira-notre-soupe-de-tomates-a-la-marocaine-fid-835643
"Fricassé de poulet à la marocaine, frita de poivrons et tomates","4 cuisses de poulets125 g d'amandes concassées125 g de raisons secs2 oignons1 pincée de safran1/2 cuillère à café de cannelle1 cuillère à soupe de miel1/2 cuillère à café de gingembre moulu50 cl de bouillon de volailleQS sel, poivre, huile d'olive700 g de poivron vert1 kg de tomates4 gousses d'ail3 cuillères à soupe d'huile d'oliveQS sel, poivre","Emincer les oignons.Faire tremper les raisins sec dans de l'eau chaude pendant aux moins 1 heure.Laver les poivrons et les tomates. Vider les poivrons et les détailler en dés.Faire chauffer dans une cocotte en fonte l'huile d'olive. Déposer les cuisses de poulet afin qu'elles soient dorées.Ajouter les oignons, saler, poivrer.Verser le bouillon de volaille et poursuivre la cuisson une vingtaine de minute.Mettre la cannelle, les raisins secs, couvrir et laisser mijoter 45 minutes de plus.Ajouter les amandes et le gingembre, et poursuivre la cuisson pendant 5 minutes. En fin de cuisson intégrer le miel.Pour la frita, dans une grande poêle, verser l'huile d'olive. Dès que l'huile est chaude, ajouter les poivrons et remuer.Ajouter l'ail écrasé, saler, poivrer et poursuivre la cuisson 10 minutes. Ajouter les tomates pelées et épépinées coupées en morceaux.Laisser cuire à couvert, sur feu doux jusqu'à ce que les tomates aient rendus leur eau. Découvrir et laisser réduire lentement jusqu'à épaississement.Déposer une cuisse de poulet dans l'assiette, verser un trait de sauce de cuisson associée à une quenelle de frita.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/fricasse-de-poulet-a-la-marocaine-frita-de-poivrons-et-tomates-fid-646983
